,tm1xvm1,tm1xum1,tm1xqm1,vm1xum1,vm1xqm1,um1xqm1
0,0.07578702589896073,0.17586867515797797,0.20333186613958354,0.08278128665379716,0.05756221479499249,0.1495335361815653
1,0.0783730030125173,0.1763619239262269,0.20338545444585687,0.08240955594344129,0.060342918576130895,0.15328752320996408
2,0.08580082895240951,0.16803044008224183,0.1985435729836242,0.08848675298366014,0.06597080051195342,0.14317488360464134
3,0.0788785509975012,0.17553090192308604,0.19584732761727344,0.08991932255722784,0.06513303094711898,0.14972834472937252
4,0.07210360234057585,0.17350456426580618,0.20020875669159802,0.07861305092206977,0.06187933170814209,0.14797960552418132
5,0.07257496631369031,0.16624990739922313,0.20390734480619607,0.07540987916264147,0.06618061255401289,0.14593519771996125
6,0.06826590666113613,0.17311949825651723,0.21554322438668855,0.07581121501394232,0.06308077344493244,0.1478752305140263
7,0.07309769717662185,0.17151989764155934,0.20438153691486483,0.07333069457080935,0.05834617097018461,0.14451464051350976
8,0.07383928636333247,0.1605767418056227,0.20075444011209104,0.07418717021959362,0.06306542899904041,0.143948596807742
9,0.07979345187707877,0.15514427883975693,0.19730527082939484,0.07260347332306152,0.06261908896408211,0.13318638712103475
10,0.08032374730091178,0.1394574082541074,0.19642660785295574,0.07715978111475132,0.0648660998272669,0.1348199798162804
11,0.08285389330536741,0.14877888448477453,0.21027871870636303,0.07657733360395394,0.06472166313724038,0.14048838301966265
12,0.08108906630043707,0.13818670035712083,0.2076285607737664,0.07581188475063941,0.060121735717946684,0.1410298684175081
13,0.07963244616744777,0.14770007927884685,0.21488591304895197,0.07659484023650878,0.06552150584572392,0.14578484532449698
14,0.07814300012987857,0.13732173675566647,0.21113386007806054,0.07247599472598891,0.062032709761546255,0.1398133563737165
15,0.07468078135721443,0.14675108470966144,0.21768377221809623,0.07700416315235174,0.05916714545726261,0.1378118323173855
16,0.0816262851053755,0.14951371531099084,0.21739646470871474,0.07659249937496476,0.06060167112978224,0.142150591109878
17,0.07833360485668611,0.14304745008810724,0.21802895876041595,0.07630754457356857,0.06322214921677485,0.14374668793272666
18,0.07436498517694115,0.15177898117169517,0.21677789926428356,0.07816255138751259,0.0672440351705001,0.14624641447018377
19,0.07074495988313154,0.13960528223457333,0.21432846276604336,0.07410379745251673,0.06342865299789603,0.14754318481167003
20,0.06565884178589851,0.14033135457392562,0.21349204913357345,0.07474149010963839,0.06525434017345154,0.1453846967060329
21,0.06881687877832186,0.13619177732182086,0.21475820613516988,0.07295953435979244,0.06593273478125067,0.1457605921930052
22,0.06496135439677148,0.1400543519054387,0.2181482619467077,0.07166154749503041,0.06457025982032005,0.15255077942317025
23,0.06750744060982242,0.1409350513706665,0.22012821710703911,0.07070005728977083,0.06250624880502001,0.14533044165874315
24,0.07023768145257826,0.14384093965719894,0.21630528786311323,0.07216094423379824,0.062318897590636066,0.15141704440489043
25,0.06686498074525538,0.14700156942515286,0.2289395206521647,0.06201347494169049,0.05457471256432373,0.15089308918631453
26,0.06978591812142533,0.14310637399458573,0.21853512252347412,0.058871378489470015,0.05859224569134105,0.1489651913263814
27,0.07686427276503031,0.1506199779697195,0.22947064182549237,0.06265148470129012,0.060022490070646854,0.1498323039213656
28,0.0753601837960212,0.1433143271555389,0.2248749713703258,0.06713393713723372,0.05920830996486897,0.14767005203574618
29,0.06873307601838514,0.14584985967493758,0.22764708311155687,0.06556601047477012,0.060615082944180554,0.14670191361732285
30,0.07311921690251035,0.14548072749151486,0.2339362702821529,0.07639890259532293,0.06262294569991096,0.1501286931064478
31,0.07210478137730529,0.1385740413617121,0.22986108038850375,0.08055278067506877,0.06465914583526065,0.1470645794262733
32,0.07416107422474918,0.14343942072071358,0.23164846137126874,0.087501253875404,0.0622401028299393,0.1420396689405235
33,0.06966902579078194,0.13551789527136104,0.22172214205765328,0.07860006835442845,0.06011969627300027,0.13794988695101348
34,0.06826218716456096,0.1410137043075028,0.229791267668205,0.07677107792443394,0.059585141616594915,0.14110834651459342
35,0.0691259092681478,0.13838581575939254,0.22377408007626962,0.07560771781955203,0.06204015558991809,0.14274129261537719
36,0.06823936581282225,0.13771139897705806,0.22353593343633,0.07729462269803342,0.06130803804275528,0.1403658766693033
37,0.06520378064855309,0.15353206389300855,0.22988262786894928,0.08010366931687868,0.06366611771685535,0.14287742295632513
38,0.07122648712284313,0.14822966521531267,0.2252276165946067,0.07747022786654974,0.07192034084740677,0.14437253512601966
39,0.06354738952350451,0.1555593407693883,0.23487383689656938,0.07668700013955072,0.06281009699906698,0.1452908688936523
40,0.06960811924521569,0.15057452191707943,0.23248307175737654,0.06977704790225513,0.06413036630146315,0.14656603400231283
41,0.06442581740819052,0.14755371791518665,0.2279790673135227,0.07487644001692169,0.0608361878416239,0.1490272847839581
42,0.07423956976536199,0.15373102367613845,0.2316303201253082,0.07563396852122298,0.05880561607002615,0.14633116375347746
43,0.06886947846537511,0.14853045365091683,0.22377926369266854,0.06564798682242057,0.055920888896717424,0.1498505655421151
44,0.07115947310649592,0.15437443121891667,0.22558747796439635,0.07181356496139367,0.05761217975796125,0.1555440638127343
45,0.06606796314357105,0.14967740927753637,0.22777476744716588,0.06544969730184964,0.05897711833361394,0.15062347235253176
46,0.06450118732871592,0.14904958297845283,0.23013415622987082,0.06122995406442411,0.05920447935653627,0.1514710877161969
47,0.07057475206152923,0.14933953560424565,0.23836359908411756,0.06209111217692161,0.062488965373507725,0.1478419667388798
48,0.06286404980745545,0.1431758844469286,0.23506348562417143,0.0626693421049261,0.0584354660340992,0.1436074344704441
49,0.07073160126495374,0.14825698298907086,0.24531919779157488,0.06471577347706427,0.05862928072944121,0.14537036874352888
50,0.06695809886744478,0.14199181708426048,0.23662992712293351,0.06378718517048727,0.060024490128397966,0.14331774075359852
51,0.07082125641249168,0.1391498584025127,0.24150724735172047,0.07268583405417832,0.05512740814851397,0.14218599188963182
52,0.07254115881702049,0.14128868407675077,0.23930479199141888,0.07243048157511525,0.057960089703819974,0.1371093378447833
53,0.07020950896055751,0.1373930637552607,0.23414628391111475,0.07175482380540624,0.05950390668527593,0.1372027009973682
54,0.07046300911585658,0.14691509995212926,0.24930892759639428,0.06898677452484551,0.060193979666148416,0.13750485911270308
55,0.06473305647186062,0.1401795909038285,0.23662148598115526,0.07173819501895522,0.06023074677260807,0.1380380832173741
56,0.06636780891889311,0.13999711131996342,0.24073691964477847,0.07217463296379154,0.05966228286087969,0.13805110243612775
57,0.07094208782179881,0.1401216045272339,0.23889977048416075,0.07164346916796054,0.06697182753947525,0.13645691006287214
58,0.06889202247613646,0.14294369148867697,0.23631384851212864,0.0728443695313606,0.06138755416436453,0.13952105397274905
59,0.07463205016965431,0.15253952278441138,0.24543493189094695,0.0669987798054607,0.06180963330899661,0.14329031516726004
60,0.07695684237263613,0.15388001512569432,0.24031467708443946,0.06464579487778188,0.06728458222039883,0.14400002740131104
61,0.07748320807506756,0.16184535894116153,0.2462531853157852,0.07085958281345711,0.06880250954510715,0.1476681585235913
62,0.07721746745301401,0.16069703806209612,0.24150605459411356,0.07225072155916486,0.0740591976874762,0.14245399533450664
63,0.0728914086365747,0.16912580315830744,0.24249525030358046,0.0718635574105313,0.0770568701322496,0.14828731139580542
64,0.07355680103420661,0.1682196246428007,0.2451557899688781,0.08471942955267407,0.07383628625149956,0.149589557954175
65,0.06776577571949159,0.17210296223001897,0.2476492938813304,0.08491015510300622,0.06975897889770082,0.1601687006846021
66,0.0740656151338946,0.1756736784124311,0.256609508506851,0.09127402911252994,0.07886806341124972,0.1585161728444923
67,0.07204250991677982,0.17011782641561454,0.25369122697490515,0.08732288840649376,0.0809833500607422,0.15937200106812513
68,0.07375278535496663,0.17325994644582118,0.25859002567123923,0.08836810469836039,0.07751436810010523,0.1601246721199882
69,0.06895481555541048,0.17237390376092213,0.26020139981532237,0.08459819842300101,0.07698004441945396,0.15781990234219795
70,0.06732073323026076,0.17255911250130754,0.2599458768207642,0.08833739506374165,0.07414476121294587,0.16387529499072562
71,0.07102946812723773,0.18398319379560804,0.2800559858050404,0.09495292349784017,0.07664405249766795,0.16076861327755865
72,0.0629906558271969,0.18396098511109496,0.27551845648328305,0.09176284413135372,0.0716647916814338,0.16489020370180232
73,0.07830197538391605,0.19375381637617636,0.27474800263602905,0.0913503101212874,0.07985930149120153,0.16700621374501634
